"","X1","id","Data.source.citation","Class","Order","Family","Genus","Species","Sub.species","Authority","Common.Name","Location.of.population","Country.list","Region","Are.coordinates.for.specific.location.","system","biome","realm","Native","Alien","Invasive","Units","Sampling.method","Data.transformed","year","pop"
"49",9318,11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus 1758","Red fox","100km2 area in Southern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1971,NA
"50",9319,11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1971,NA
"51",9320,11491,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1971,NA
"52",10002,11479,"Goszczyí±ski, J., M. Misiorowska, et al. (2008). Changes in the density and spatial distribution of red fox dens and cub numbers in central Poland following rabies vaccination. Acta Theriologica 53(2): 121äóñ127.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Rogí_w, Central Poland","Poland","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Mean density (number of  individuals per km2)","Driving censuses","No",1971,NA
"53",10003,11495,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Villecomte, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"54",10004,11512,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Cessey-sur-Tille, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"55",10005,11513,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","GIC Petit Gibier, Vallí©e de l'Ouche, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"56",10006,11514,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Pleine de Genlis, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"57",10007,11515,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de SaíÇne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"58",10008,11516,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Vingeanne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"59",10009,11517,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","SaíÇne-Nacey (area around Auxonne), CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"60",10010,11518,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Tille-La Norges, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"61",10011,11519,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de Seine, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1971,NA
"62",13435,3485,"Peterson, R. O. (1996 - 1997). Ecological studies of wolves on Isle Royale. Houghton, Michigan, School of Forestry and Wood Products, Michigan Technical University, Michigan USA.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Isle Royale National Park, Michigan, USA","United States","North America",TRUE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","Number of foxes seen on carcasses/100 hours","Aircraft observations","No",1971,NA
"63",13436,4842,"Kitchell, J. (2005). Annual Mammal Survey. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-8.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Wisconsin, USA","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","number of individuals per volunteer respondent","sightings (live or road kill)","No",1971,NA
"64",13437,3490,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota and Ontario Peatlands","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
"65",13438,3491,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota Drift and Lake Plains","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
"66",13439,3492,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
"67",13440,3494,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Superior Uplands and Western Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
"68",14621,5090,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Red River, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",1971,1.6
"69",14636,5088,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Missouri slope, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",1971,3.1
"70",14652,5086,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Drift Prairie, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",1971,4.8
"71",14687,3488,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Missouri Coteau, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",1971,7
"72",15644,10418,"Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Aragí_n region, North-eastern Iberian Peninsula","Spain","Europe",FALSE,"Terrestrial","Mediterranean forests woodlands and scrub","Palearctic","Yes","No","No","Kilometric abundance index (KAI/100km","Vehicle transects","No",1971,NA
"73",15891,3484,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Driftless and Dissected Plateau, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
"74",15892,3486,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Lake Agassiz, Aspen Parklands, Minnesota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1971,NA
